Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
70660.0,-1.57955761155947,0.266041695128842,2.3677596103050096,-0.268769520210477,-0.730857981531621,-0.11738875678091802,0.0166395937607952,0.427612231933565,0.320703879868292,-0.920706932742108,-0.5229180079356289,-0.22058018628077206,-0.921990220136754,-0.15408308705309198,0.4331532315634421,0.206964964573482,-0.0358542180852686,-0.336910883401811,-1.19430306331774,-0.236908728264301,0.17719229464374106,0.547868644925012,-0.3652736954655179,0.457743445915339,0.151955818663133,0.4604309594796421,-0.2893876469956839,-0.352714874603871,74.5,0
161672.0,-1.07010820782138,1.94294801552383,-1.90969278900406,-1.25652439225123,1.05029056101714,-0.516434892395193,0.1249756119397,-2.50161602152518,-0.5941010244180179,-0.8956985457780521,-1.6040268876049,0.0393925653973069,-0.4273326419848429,1.35208374038829,-0.141714619654612,-0.261822214980212,-0.266534027527677,-0.179285514416167,-0.184310044449917,0.595692040298729,-1.03724879331201,1.14985220826448,-0.000401102004982223,0.200487735520704,-0.23190660687963105,0.0822521255320041,0.346734400626314,0.293487990948374,7.7,0
131859.0,1.57317521320596,-1.52213983226066,-1.22876022033105,-1.08364357650163,-0.036993602902322,1.57432485246736,-0.872263498184893,0.5806560087430911,1.52438272475469,-0.387718177412726,0.7759079007817661,0.326265318234504,-1.21269711132234,0.483452406727403,1.5127136758093205,-0.12066615447323,-0.124349457520616,-0.29904766373381,-0.486453686562911,0.0955913131966723,0.356370017966007,0.7476984106621859,0.0543786014089264,-0.902864839977317,-0.589865712216175,0.77132545147308,-0.0424027090451845,-0.0431510761664822,195.0,0
155502.0,-1.1040937529128998,1.8281548636197704,-0.638490684243569,0.89307262439605,0.485493837177138,-0.895253064925745,1.03434882925716,0.137714585035948,-0.288568334746486,0.523069830914065,-1.32287983919149,-0.218093275271973,-0.687679602066596,0.71602173813963,-0.248072945892663,-1.0889359472981,0.334450070280076,-0.287522723075549,0.739073686918453,0.0607360189843828,0.0688026534946366,0.574465439684255,-0.129822284816854,-0.0871059268732427,0.159311084819945,-0.362541511697764,0.436481688054928,0.267238894876902,14.99,0
50292.0,-2.47551402358282,1.5615280737765902,0.439858580567134,0.931615700442164,-0.326906780414572,-1.15739208843125,0.31423480199591497,-0.102749712508532,0.142397518128844,1.11718905391542,-0.224469773646528,0.224191935652788,0.185516870645607,0.20812889317735694,1.09938649133664,-0.381311125327064,-0.00137215493656558,-0.0979863480928052,0.31379913593581604,-0.318095028538635,0.177007747611507,0.506440014541429,-0.121765449566874,0.746199129625393,-0.256508504730792,-0.440289540466785,-0.7965445842622049,0.394222370876574,9.82,0
70914.0,-0.32480316536314896,1.28984533301403,1.71598182382446,2.58468678289136,0.393389119851251,0.481717778303495,0.96145207626407,-0.235394689114858,-1.74504760307757,1.12666057449446,1.04655632715228,0.32639529962026,0.8270934932105909,0.0977108541665333,0.480364828606438,0.0372564728860564,-0.514797349182498,0.7061081713808091,1.13968903097856,0.25914309262032104,0.222465483169264,0.819154519206703,-0.318219660360689,0.0643036073854696,-0.0669676808496746,0.31417235441371,-0.151056882149897,-0.116497962741367,49.44,0
115759.0,-0.290651617128628,1.1741641826172,-0.111085047838604,-0.119119723440482,-0.301475861061463,-1.83670722758734,0.6858779130974929,0.111363676377033,-0.114638910087687,-0.48109081988084,-0.431281575940546,-0.0570179372100882,-0.9643733179939632,0.96705071766628,0.446329297924554,-0.5417384363038421,0.0692655271114134,0.0133908565566198,-0.297347053006618,-0.216521586227872,0.460540856950548,1.42453697265179,0.0438638631874667,0.946445058278332,-0.914526611987295,-0.2721580787409489,0.38026814826598,0.267485105415457,3.99,0
51941.0,-8.82523952104505,-5.056708134075951,-2.6793376280025,-0.43445671392794105,-6.152077776936611,2.46727985152684,-1.10838625919515,-7.9684452926881395,-2.56990506786221,-0.7991744247392378,0.897276563844957,0.193493579360852,-0.418919289267128,1.29332774237543,0.30290866007179,2.16240754403422,0.4556434886233421,0.871347507287785,-1.27417354660509,-0.635777403628417,-4.829758139622402,0.609504910987038,-3.10740848711751,0.889616625588851,-0.5913019213290079,-0.366307569679354,2.25290463849111,-1.64757716772567,1068.55,0
120714.0,1.8378003567844297,-0.0146284380032089,-1.93467108442844,1.3433506685473895,0.449087607768355,-1.38476842696618,0.9471672002893192,-0.526908312928832,-0.123537302211742,0.322029493481675,-0.753606496435803,0.0376502942948318,-0.387313201427931,0.900238154885024,0.273601236226563,-0.443569500391666,-0.3619266520950961,-0.453635431232109,-0.491137138491492,-0.0756099273922679,0.194066719817286,0.406947064947825,-0.105465404703497,-0.0151802084330701,0.406327315829923,-0.4926485816300321,-0.0525918931005941,-0.044371265727564,120.4,0
69347.0,-0.939941904289606,-0.149434016199982,1.49844830436023,0.322386307285356,0.540971162743188,-0.713055029919948,-0.24186436174877,-0.0359314920725844,-1.61485586302992,0.7063482052687271,-0.448053844031082,-0.240964146979173,0.335321627440625,0.194482587010766,1.2321255583073,-2.0654490799168,0.3548525541880371,0.808604993644826,-0.536518177840168,-0.545780060388246,-0.395957217884048,-0.617157851635313,-0.0868407981548076,0.038826329123717,-0.423691696079865,-0.465532258867701,0.151572708847387,0.120637667362603,8.3,0
